case,concept_index,concept,target_class_index,target_class,target_dice,target_iou,pred_voxels,target_gt_voxels,target_intersection,pred_ratio
HCC_10142924_20170911.nii.gz,85,gastroesophageal junction region,10,esophagus,8.936550490711657e-11,8.936550490711657e-11,0,1119,0,0.0
HCC_10142924_20170911.nii.gz,86,posterior to the left atrium and anterior to the vertebral column,10,esophagus,8.936550490711657e-11,8.936550490711657e-11,0,1119,0,0.0
HCC_10142924_20170911.nii.gz,87,distal esophagus enters the abdomen through the diaphragmatic hiatus above the stomach,10,esophagus,0.012433392627670212,0.006255585432863665,7,1119,7,2.33840299101786e-06
HCC_10147777_20171222.nii.gz,0,spleen,0,spleen,0.9050279329611095,0.8265306122456175,20356,23678,19926,0.006730586740783798
HCC_10147777_20171222.nii.gz,1,splenic parenchyma,0,spleen,0.9064748201440965,0.8289473684217604,20524,23678,20034,0.006786134911959455
HCC_10147777_20171222.nii.gz,2,homogeneous left upper quadrant solid organ,0,spleen,4.223329673096446e-12,4.223329673096446e-12,0,23678,0,0.0
HCC_10147777_20171222.nii.gz,3,crescentic organ with smooth lateral convexity,0,spleen,4.223329673096446e-12,4.223329673096446e-12,0,23678,0,0.0
HCC_10147777_20171222.nii.gz,4,left hypochondrial region,0,spleen,4.223329673096446e-12,4.223329673096446e-12,0,23678,0,0.0
HCC_10147777_20171222.nii.gz,5,left subphrenic compartment,0,spleen,4.223329673096446e-12,4.223329673096446e-12,0,23678,0,0.0
HCC_10147777_20171222.nii.gz,6,posterolateral to the gastric fundus,0,spleen,1.7256553176038832e-12,1.7256553176038832e-12,34271,23678,0,0.011331496275958024
HCC_10147777_20171222.nii.gz,7,spleen lies beneath the left hemidiaphragm along the left lateral abdominal wall,0,spleen,0.894604854480859,0.8093077467434987,19787,23678,19442,0.006542450375313863
HCC_10147777_20171222.nii.gz,8,right kidney,1,right_kidney,0.9461013870836593,0.8977157531935605,27157,29004,26567,0.008979295741769778
HCC_10147777_20171222.nii.gz,9,right renal parenchyma,1,right_kidney,0.9444812223793733,0.8948028613082862,26887,29004,26394,0.008890021895237472
HCC_10147777_20171222.nii.gz,10,right-sided reniform retroperitoneal organ,1,right_kidney,0.9108730084786902,0.8363331508354902,24661,29004,24441,0.008154008627160014
HCC_10147777_20171222.nii.gz,11,right renal cortex with central renal sinus,1,right_kidney,0.8737951132035534,0.7758757961790874,24528,29004,23388,0.008110032991645953
HCC_10147777_20171222.nii.gz,12,right renal fossa,1,right_kidney,0.9255178492729442,0.8613617719446904,25452,29004,25200,0.008415547933112066
HCC_10147777_20171222.nii.gz,13,right posterior pararenal region,1,right_kidney,3.4478003033945393e-12,3.4478003033945393e-12,0,29004,0,0.0
HCC_10147777_20171222.nii.gz,14,caudal to the right hepatic lobe,1,right_kidney,3.44768143422359e-12,3.44768143422359e-12,1,29004,0,3.306438760455786e-07
HCC_10147777_20171222.nii.gz,15,right kidney is positioned in the right posterior retroperitoneum adjacent to the psoas muscle,1,right_kidney,0.6537827591897689,0.4856443220095328,19532,29004,15866,0.006458136186922241
HCC_10147777_20171222.nii.gz,16,left kidney,2,left_kidney,0.941045192486608,0.8886547242714885,31294,33230,30360,0.010347169456970336
HCC_10147777_20171222.nii.gz,17,left renal parenchyma,2,left_kidney,0.9416058394161491,0.889655172414117,31160,33230,30315,0.010302863177580229
HCC_10147777_20171222.nii.gz,18,left-sided bean-shaped retroperitoneal organ,2,left_kidney,0.8737429038291971,0.7757934727339263,26133,33230,25934,0.008640716412699105
HCC_10147777_20171222.nii.gz,19,left renal cortex surrounding the collecting sinus,2,left_kidney,0.8694957297686425,0.7691220216187992,26837,33230,26114,0.008873489701435193
HCC_10147777_20171222.nii.gz,20,left renal fossa,2,left_kidney,0.9310541671953396,0.8710021954551979,29834,33230,29358,0.009864429397943792
HCC_10147777_20171222.nii.gz,21,left posterior pararenal region,2,left_kidney,3.0093289196418615e-12,3.0093289196418615e-12,0,33230,0,0.0
HCC_10147777_20171222.nii.gz,22,posteroinferior to the spleen,2,left_kidney,0.000994239263675193,0.0004973668841413185,967,33230,17,0.0003197326281360745
HCC_10147777_20171222.nii.gz,23,left kidney is positioned in the left posterior retroperitoneum near the splenic hilum,2,left_kidney,0.803134953298137,0.6710321731860094,22656,33230,22442,0.007491067655688629
HCC_10147777_20171222.nii.gz,24,gallbladder,3,gallbladder,0.8533875762814366,0.7442685589589446,2812,3579,2727,0.000929770579440167
HCC_10147777_20171222.nii.gz,25,cystic biliary reservoir,3,gallbladder,0.8384361752262767,0.7218167072256876,2790,3579,2670,0.0009224964141671643
HCC_10147777_20171222.nii.gz,26,thin-walled pear-shaped fluid structure,3,gallbladder,2.7940765576196122e-11,2.7940765576196122e-11,0,3579,0,0.0
HCC_10147777_20171222.nii.gz,27,hypodense intraluminal bile-containing sac,3,gallbladder,0.780766644253854,0.6403750689564155,2369,3579,2322,0.0007832953423519757
HCC_10147777_20171222.nii.gz,28,gallbladder fossa,3,gallbladder,0.8405336721753409,0.7249315068568511,2717,3579,2646,0.000898359411215837
HCC_10147777_20171222.nii.gz,29,inferior hepatic surface,3,gallbladder,0.004573269759247784,0.00229187556287384,73390,3579,176,0.024265954062985012
HCC_10147777_20171222.nii.gz,30,adjacent to hepatic segment IVb and segment V,3,gallbladder,0.005773475989034243,0.002895095384828081,2310,3579,17,0.0007637873536652865
HCC_10147777_20171222.nii.gz,31,gallbladder lies along the undersurface of the liver near the porta hepatis,3,gallbladder,0.795454545457866,0.6603773584997202,2581,3579,2450,0.0008533918440736384
HCC_10147777_20171222.nii.gz,32,liver,4,liver,0.9471250311505406,0.8995607827827341,185125,204114,184329,0.06121044755293774
HCC_10147777_20171222.nii.gz,33,hepatic parenchyma,4,liver,0.9464972996860477,0.8984289260995818,185100,204114,184195,0.0612021814560366
HCC_10147777_20171222.nii.gz,34,large right-dominant solid visceral organ,4,liver,0.0005093894189039755,0.00025475959561801017,52,204114,52,1.7193481554370086e-05
HCC_10147777_20171222.nii.gz,35,homogeneous hepatic attenuation structure,4,liver,0.9003756315423209,0.8188029088562547,167793,204114,167428,0.05547972789331577
HCC_10147777_20171222.nii.gz,36,right hypochondrial region,4,liver,0.020847069775132426,0.010533329414439708,2150,204114,2150,0.000710884333497994
HCC_10147777_20171222.nii.gz,37,right subdiaphragmatic compartment,4,liver,4.899222983232458e-13,4.899222983232458e-13,0,204114,0,0.0
HCC_10147777_20171222.nii.gz,38,cranial to the gallbladder and right kidney,4,liver,4.899222983232458e-13,4.899222983232458e-13,0,204114,0,0.0
HCC_10147777_20171222.nii.gz,39,liver occupies the right upper abdomen and extends into the epigastrium,4,liver,0.8424354034451942,0.7277653497287014,148846,204114,148673,0.04921501837388019
HCC_10147777_20171222.nii.gz,40,stomach,5,stomach,0.7792968178226973,0.6383999232581438,56839,79797,53240,0.018793467270554642
HCC_10147777_20171222.nii.gz,41,gastric lumen,5,stomach,0.715881473172777,0.5574886260241947,48579,79797,45951,0.016062348854418162
HCC_10147777_20171222.nii.gz,42,hollow foregut organ with variable distension,5,stomach,0.28299409761953337,0.16481836039589626,13894,79797,13257,0.004593966013777269
HCC_10147777_20171222.nii.gz,43,air-fluid containing gastric cavity,5,stomach,0.7058805127365181,0.5454523478581671,48066,79797,45128,0.01589272854600678
HCC_10147777_20171222.nii.gz,44,epigastric region,5,stomach,0.38712275262297696,0.24001997253870927,19541,79797,19228,0.006461111981806651
HCC_10147777_20171222.nii.gz,45,left upper intraperitoneal space,5,stomach,1.253179944106604e-12,1.253179944106604e-12,0,79797,0,0.0
HCC_10147777_20171222.nii.gz,46,medial to the spleen and ventral to the pancreas,5,stomach,0.003997335111133187,0.002002670228180601,2758,79797,165,0.0009119158101337058
HCC_10147777_20171222.nii.gz,47,stomach is seen below the left hemidiaphragm anterior to the pancreatic body,5,stomach,0.06251929241474234,0.032268343200078105,4433,79797,2633,0.00146574430251005
HCC_10147777_20171222.nii.gz,48,aorta,6,aorta,0.9240034868059117,0.8587420827820096,13097,12141,11660,0.004330442844568943
HCC_10147777_20171222.nii.gz,49,abdominal aorta,6,aorta,0.7834641944953956,0.6440124416823949,9001,12141,8282,0.002976125528286253
HCC_10147777_20171222.nii.gz,50,thick-walled pulsatile arterial lumen,6,aorta,0.9241943563202363,0.859071860935441,11815,12141,11070,0.003906557395478511
HCC_10147777_20171222.nii.gz,51,round prevertebral arterial structure,6,aorta,8.23655382581141e-12,8.23655382581141e-12,0,12141,0,0.0
HCC_10147777_20171222.nii.gz,52,left para-aortic compartment,6,aorta,8.23655382581141e-12,8.23655382581141e-12,0,12141,0,0.0
HCC_10147777_20171222.nii.gz,53,anterior vertebral body margin,6,aorta,8.23655382581141e-12,8.23655382581141e-12,0,12141,0,0.0
HCC_10147777_20171222.nii.gz,54,left of the inferior vena cava,6,aorta,7.55800770911074e-12,7.55800770911074e-12,1090,12141,0,0.00036040182488968064
HCC_10147777_20171222.nii.gz,55,abdominal aorta descends anterior to the spine on the left side of midline,6,aorta,8.23655382581141e-12,8.23655382581141e-12,0,12141,0,0.0
HCC_10147777_20171222.nii.gz,56,inferior vena cava,7,inferior_vena_cava,0.8411555203811543,0.7258571233475501,6345,6290,5314,0.002097935393509196
HCC_10147777_20171222.nii.gz,57,IVC,7,inferior_vena_cava,0.8417990250051753,0.7268160217280812,6428,6290,5353,0.0021253788352209794
HCC_10147777_20171222.nii.gz,58,thin-walled right-sided venous channel,7,inferior_vena_cava,0.6442829546532584,0.4752340887572909,4581,6290,3502,0.0015146795961647956
HCC_10147777_20171222.nii.gz,59,oval paracaval vascular lumen,7,inferior_vena_cava,0.38227848102047746,0.23630672927642715,1610,6290,1510,0.0005323366404333816
HCC_10147777_20171222.nii.gz,60,right paracaval compartment,7,inferior_vena_cava,1.5898251192116083e-11,1.5898251192116083e-11,0,6290,0,0.0
HCC_10147777_20171222.nii.gz,61,retrohepatic caval segment,7,inferior_vena_cava,0.4445814326292124,0.2858275206200725,1821,6290,1803,0.0006021024982789987
HCC_10147777_20171222.nii.gz,62,right of the abdominal aorta,7,inferior_vena_cava,1.5898251192116083e-11,1.5898251192116083e-11,0,6290,0,0.0
HCC_10147777_20171222.nii.gz,63,inferior vena cava courses along the right anterolateral aspect of the vertebral column,7,inferior_vena_cava,0.3709615137164247,0.2277180783939994,1479,6290,1441,0.0004890222926714107
HCC_10147777_20171222.nii.gz,64,duodenum,8,duodenum,0.6695998323928375,0.5033070866193878,5030,9289,4794,0.0016631386965092604
HCC_10147777_20171222.nii.gz,65,duodenal C-loop,8,duodenum,0.616803278691329,0.4459259259317891,4375,9289,4214,0.0014465669576994064
HCC_10147777_20171222.nii.gz,66,C-shaped proximal small bowel segment,8,duodenum,0.5136855506085798,0.3456102783795973,3279,9289,3228,0.0010841812695534523
HCC_10147777_20171222.nii.gz,67,retroperitoneal enteric loop encircling the pancreatic head,8,duodenum,1.0756157900282282e-11,1.0756157900282282e-11,8,9289,0,2.645151008364629e-06
HCC_10147777_20171222.nii.gz,68,right anterior pararenal compartment,8,duodenum,1.0749220681385044e-11,1.0749220681385044e-11,14,9289,0,4.6290142646381006e-06
HCC_10147777_20171222.nii.gz,69,peripancreatic duodenal groove,8,duodenum,0.24629376990226196,0.14044186288621055,1706,9289,1354,0.0005640784525337571
HCC_10147777_20171222.nii.gz,70,between the pancreatic head and right renal hilum,8,duodenum,0.015611814356375401,0.007867318743271663,191,9289,74,6.315298032470551e-05
HCC_10147777_20171222.nii.gz,71,duodenum curves around the pancreatic head in the right upper abdomen,8,duodenum,0.520988622993166,0.35225464191668693,3456,9289,3320,0.0011427052356135197
HCC_10147777_20171222.nii.gz,72,pancreas,9,pancreas,0.8095238095244844,0.6800000000019047,14178,14046,11424,0.004687868874574213
HCC_10147777_20171222.nii.gz,73,pancreatic parenchyma,9,pancreas,0.807993422229264,0.6778430902130648,13927,14046,11301,0.004604877261686773
HCC_10147777_20171222.nii.gz,74,lobulated transverse retroperitoneal gland,9,pancreas,0.0036942313227927375,0.001850533814933448,30,14046,26,9.919316281367357e-06
HCC_10147777_20171222.nii.gz,75,elongated soft-tissue organ across the epigastrium,9,pancreas,1.5931177313978124e-12,1.5931177313978124e-12,48724,14046,0,0.01611029221644477
HCC_10147777_20171222.nii.gz,76,anterior pararenal compartment,9,pancreas,7.1194646162101695e-12,7.1194646162101695e-12,0,14046,0,0.0
HCC_10147777_20171222.nii.gz,77,retrogastric pancreatic bed,9,pancreas,0.7053228766907003,0.5447866993198558,9926,14046,8454,0.003281971113628413
HCC_10147777_20171222.nii.gz,78,from the duodenal C-loop toward the splenic hilum,9,pancreas,0.007652212493026216,0.003840801564131139,3988,14046,69,0.0013186077776697674
HCC_10147777_20171222.nii.gz,79,pancreas lies posterior to the stomach and extends transversely toward the spleen,9,pancreas,0.7556856925123112,0.6073109406253155,10885,14046,9420,0.003599058590756123
HCC_10147777_20171222.nii.gz,80,esophagus,10,esophagus,0.628224582715166,0.4579646017998913,1015,1621,828,0.0003356035341862623
HCC_10147777_20171222.nii.gz,81,distal thoracic esophagus,10,esophagus,6.169031461679887e-11,6.169031461679887e-11,0,1621,0,0.0
HCC_10147777_20171222.nii.gz,82,small collapsed tubular foregut lumen,10,esophagus,6.169031461679887e-11,6.169031461679887e-11,0,1621,0,0.0
HCC_10147777_20171222.nii.gz,83,thin-walled structure at the esophageal hiatus,10,esophagus,0.058682634786905226,0.03022825422392176,49,1621,49,1.620154992623335e-05
HCC_10147777_20171222.nii.gz,84,posterior mediastinal compartment,10,esophagus,0.004042445729962483,0.0020253165062265664,358,1621,4,0.00011837050762431714
HCC_10147777_20171222.nii.gz,85,gastroesophageal junction region,10,esophagus,6.169031461679887e-11,6.169031461679887e-11,0,1621,0,0.0
HCC_10147777_20171222.nii.gz,86,posterior to the left atrium and anterior to the vertebral column,10,esophagus,6.169031461679887e-11,6.169031461679887e-11,0,1621,0,0.0
HCC_10147777_20171222.nii.gz,87,distal esophagus enters the abdomen through the diaphragmatic hiatus above the stomach,10,esophagus,0.030229746128764827,0.015346838611703693,33,1621,25,1.0911247909504094e-05
HCC_PA0.nii.gz,0,spleen,0,spleen,0.9299385734806185,0.8690515800625412,232312,256402,227237,0.012129942304557459
HCC_PA0.nii.gz,1,splenic parenchyma,0,spleen,0.9322522978466499,0.8731016662143897,233622,256402,228413,0.012198342664499994
HCC_PA0.nii.gz,2,homogeneous left upper quadrant solid organ,0,spleen,3.900125584042285e-13,3.900125584042285e-13,0,256402,0,0.0
HCC_PA0.nii.gz,3,crescentic organ with smooth lateral convexity,0,spleen,3.900125584042285e-13,3.900125584042285e-13,0,256402,0,0.0
HCC_PA0.nii.gz,4,left hypochondrial region,0,spleen,3.900125584042285e-13,3.900125584042285e-13,0,256402,0,0.0
HCC_PA0.nii.gz,5,left subphrenic compartment,0,spleen,3.900125584042285e-13,3.900125584042285e-13,0,256402,0,0.0
HCC_PA0.nii.gz,6,posterolateral to the gastric fundus,0,spleen,0.0010209685826840134,0.0005107450188269382,27642,256402,145,0.0014432998088027191
HCC_PA0.nii.gz,7,spleen lies beneath the left hemidiaphragm along the left lateral abdominal wall,0,spleen,0.861138073950846,0.7561391370227722,197927,256402,195620,0.010334563391103965
HCC_PA0.nii.gz,8,right kidney,1,right_kidney,5.25486074591409e-11,5.25486074591409e-11,1903,0,0,9.936327096995783e-05
HCC_PA0.nii.gz,9,right renal parenchyma,1,right_kidney,1.9999999600000007e-08,1.9999999600000007e-08,5,0,0,2.6107007611654713e-07
HCC_PA0.nii.gz,10,right-sided reniform retroperitoneal organ,1,right_kidney,1.4947683106883755e-10,1.4947683106883755e-10,669,0,0,3.493117618439401e-05
HCC_PA0.nii.gz,11,right renal cortex with central renal sinus,1,right_kidney,1.0,1.0,0,0,0,0.0
HCC_PA0.nii.gz,12,right renal fossa,1,right_kidney,1.0,1.0,0,0,0,0.0
HCC_PA0.nii.gz,13,right posterior pararenal region,1,right_kidney,1.7636684300240443e-10,1.7636684300240443e-10,567,0,0,2.960534663161644e-05
HCC_PA0.nii.gz,14,caudal to the right hepatic lobe,1,right_kidney,1.7061934823117865e-11,1.7061934823117865e-11,5861,0,0,0.00030602634322381654
HCC_PA0.nii.gz,15,right kidney is positioned in the right posterior retroperitoneum adjacent to the psoas muscle,1,right_kidney,2.0824656392735847e-11,2.0824656392735847e-11,4802,0,0,0.00025073170110233187
HCC_PA0.nii.gz,16,left kidney,2,left_kidney,0.8080127493901514,0.6778702951540825,27242,22329,20027,0.0014224142027133952
HCC_PA0.nii.gz,17,left renal parenchyma,2,left_kidney,0.8132302786918789,0.6852469051840387,27224,22329,20149,0.0014214743504393757
HCC_PA0.nii.gz,18,left-sided bean-shaped retroperitoneal organ,2,left_kidney,0.8283397209227172,0.7069794339837822,24898,22329,19560,0.001300024551029958
HCC_PA0.nii.gz,19,left renal cortex surrounding the collecting sinus,2,left_kidney,0.6350806451622584,0.4652880354525955,15367,22329,11970,0.0008023727719365959
HCC_PA0.nii.gz,20,left renal fossa,2,left_kidney,0.8228950465393754,0.6990838362550023,24406,22329,19229,0.0012743352555400897
HCC_PA0.nii.gz,21,left posterior pararenal region,2,left_kidney,0.004022526150871447,0.0020153164091449892,45,22329,45,2.349630685048924e-06
HCC_PA0.nii.gz,22,posteroinferior to the spleen,2,left_kidney,3.6085450346290104e-12,3.6085450346290104e-12,5383,22329,0,0.00028106804394707464
HCC_PA0.nii.gz,23,left kidney is positioned in the left posterior retroperitoneum near the splenic hilum,2,left_kidney,0.546317017655465,0.3758157894753268,29952,22329,14281,0.001563914183968564
HCC_PA0.nii.gz,24,gallbladder,3,gallbladder,0.8542773299657251,0.7456231357808792,25074,28768,22998,0.0013092142177092605
HCC_PA0.nii.gz,25,cystic biliary reservoir,3,gallbladder,0.7742536935334814,0.6316590059864698,20575,28768,19102,0.0010743033632195913
HCC_PA0.nii.gz,26,thin-walled pear-shaped fluid structure,3,gallbladder,3.47608453836389e-12,3.47608453836389e-12,0,28768,0,0.0
HCC_PA0.nii.gz,27,hypodense intraluminal bile-containing sac,3,gallbladder,0.6529751535718965,0.4847536074071442,14860,28768,14244,0.000775900266218378
HCC_PA0.nii.gz,28,gallbladder fossa,3,gallbladder,0.8145522899496495,0.6871262924921967,22303,28768,20800,0.00116452918152547
HCC_PA0.nii.gz,29,inferior hepatic surface,3,gallbladder,0.006451946861283798,0.0032364140163613736,512154,28768,1745,0.026741616752678814
HCC_PA0.nii.gz,30,adjacent to hepatic segment IVb and segment V,3,gallbladder,0.009933593109571556,0.004991588762017066,7674,28768,181,0.0004006903528236765
HCC_PA0.nii.gz,31,gallbladder lies along the undersurface of the liver near the porta hepatis,3,gallbladder,0.8145407564015845,0.6871098781343932,22316,28768,20805,0.0011652079637233732
HCC_PA0.nii.gz,32,liver,4,liver,0.9588663884832522,0.9209830303013233,1329381,1389928,1303727,0.0694123197715783
HCC_PA0.nii.gz,33,hepatic parenchyma,4,liver,0.9600351236042486,0.923141872763515,1327333,1389928,1304333,0.06930538546840097
HCC_PA0.nii.gz,34,large right-dominant solid visceral organ,4,liver,0.0013904716028886877,0.0006957194905778792,967,1389928,967,5.049095272094021e-05
HCC_PA0.nii.gz,35,homogeneous hepatic attenuation structure,4,liver,0.9074489157733083,0.8305780195308743,1173143,1389928,1162928,0.061254506461118886
HCC_PA0.nii.gz,36,right hypochondrial region,4,liver,0.052380353876083884,0.02689454996020263,42212,1389928,37508,0.0022040580106063375
HCC_PA0.nii.gz,37,right subdiaphragmatic compartment,4,liver,7.194617275138915e-14,7.194617275138915e-14,0,1389928,0,0.0
HCC_PA0.nii.gz,38,cranial to the gallbladder and right kidney,4,liver,7.194617275138915e-14,7.194617275138915e-14,0,1389928,0,0.0
HCC_PA0.nii.gz,39,liver occupies the right upper abdomen and extends into the epigastrium,4,liver,0.6410933270308179,0.47177141726007454,662157,1389928,657789,0.0345738756782209
HCC_PA0.nii.gz,40,stomach,5,stomach,0.5291593630083417,0.3597666189661847,105032,190482,78187,0.005484142446934635
HCC_PA0.nii.gz,41,gastric lumen,5,stomach,0.4941870057306869,0.32818617425381863,82269,190482,67395,0.004295594818406443
HCC_PA0.nii.gz,42,hollow foregut organ with variable distension,5,stomach,0.24444208945218265,0.13923897809574493,26551,190482,26526,0.0013863343181940884
HCC_PA0.nii.gz,43,air-fluid containing gastric cavity,5,stomach,0.5187390594217081,0.35020099781975456,82584,190482,70825,0.0043120422332017854
HCC_PA0.nii.gz,44,epigastric region,5,stomach,0.3113511120950265,0.18437883347180958,35443,190482,35171,0.001850621341559756
HCC_PA0.nii.gz,45,left upper intraperitoneal space,5,stomach,5.249839879880907e-13,5.249839879880907e-13,0,190482,0,0.0
HCC_PA0.nii.gz,46,medial to the spleen and ventral to the pancreas,5,stomach,7.09331257694618e-05,3.546782105976051e-05,6887,190482,7,0.000359597922842932
HCC_PA0.nii.gz,47,stomach is seen below the left hemidiaphragm anterior to the pancreatic body,5,stomach,0.2062346109179065,0.11497301273264736,24768,190482,22196,0.0012932367290509278
HCC_PA0.nii.gz,48,aorta,6,aorta,0.9164784792208058,0.8458332037206492,63328,55348,54382,0.003306609156061739
HCC_PA0.nii.gz,49,abdominal aorta,6,aorta,0.7872002239263172,0.6490768216293289,44685,55348,39373,0.0023331832702535816
HCC_PA0.nii.gz,50,thick-walled pulsatile arterial lumen,6,aorta,0.9282665206089841,0.8661356003701248,59675,55348,53386,0.00311587135845099
HCC_PA0.nii.gz,51,round prevertebral arterial structure,6,aorta,1.8067500180642357e-12,1.8067500180642357e-12,0,55348,0,0.0
HCC_PA0.nii.gz,52,left para-aortic compartment,6,aorta,1.8067500180642357e-12,1.8067500180642357e-12,0,55348,0,0.0
HCC_PA0.nii.gz,53,anterior vertebral body margin,6,aorta,1.8067500180642357e-12,1.8067500180642357e-12,0,55348,0,0.0
HCC_PA0.nii.gz,54,left of the inferior vena cava,6,aorta,1.6063482884333182e-12,1.6063482884333182e-12,6905,55348,0,0.00036053777511695155
HCC_PA0.nii.gz,55,abdominal aorta descends anterior to the spine on the left side of midline,6,aorta,0.03214418761591573,0.016334625441239817,1023,55348,906,5.341493757344554e-05
HCC_PA0.nii.gz,56,inferior vena cava,7,inferior_vena_cava,0.7982688858920154,0.6642658049883716,36206,31265,26930,0.001890460635175141
HCC_PA0.nii.gz,57,IVC,7,inferior_vena_cava,0.7994819192809405,0.6659474206357492,35906,31265,26851,0.001874796430608148
HCC_PA0.nii.gz,58,thin-walled right-sided venous channel,7,inferior_vena_cava,0.7062765609682367,0.5459254579925903,17679,31265,17284,0.0009230915751328873
HCC_PA0.nii.gz,59,oval paracaval vascular lumen,7,inferior_vena_cava,0.537297373161944,0.36733192605588394,11486,31265,11485,0.000599730178854932
HCC_PA0.nii.gz,60,right paracaval compartment,7,inferior_vena_cava,3.198464736916045e-12,3.198464736916045e-12,0,31265,0,0.0
HCC_PA0.nii.gz,61,retrohepatic caval segment,7,inferior_vena_cava,0.4986409804027022,0.3321264094034235,10677,31265,10457,0.0005574890405392747
HCC_PA0.nii.gz,62,right of the abdominal aorta,7,inferior_vena_cava,3.1806615775980257e-12,3.1806615775980257e-12,175,31265,0,9.137452664079149e-06
HCC_PA0.nii.gz,63,inferior vena cava courses along the right anterolateral aspect of the vertebral column,7,inferior_vena_cava,0.7508915902907718,0.601142050165471,20889,31265,19581,0.0010906985639997106
HCC_PA0.nii.gz,64,duodenum,8,duodenum,0.6202747864840397,0.449564000431802,34495,32830,20880,0.0018011224551280586
HCC_PA0.nii.gz,65,duodenal C-loop,8,duodenum,0.6050670169170556,0.43376063528205616,30363,32830,19118,0.001585374144225344
HCC_PA0.nii.gz,66,C-shaped proximal small bowel segment,8,duodenum,0.5116125558053892,0.3437361406144961,24737,32830,14726,0.0012916180945790052
HCC_PA0.nii.gz,67,retroperitoneal enteric loop encircling the pancreatic head,8,duodenum,0.001612051477246138,0.0008066759415832916,3149,32830,29,0.00016442193393820137
HCC_PA0.nii.gz,68,right anterior pararenal compartment,8,duodenum,3.0459945172005906e-12,3.0459945172005906e-12,0,32830,0,0.0
HCC_PA0.nii.gz,69,peripancreatic duodenal groove,8,duodenum,0.011406206320907447,0.005735815107108654,2940,32830,204,0.0001535092047565297
HCC_PA0.nii.gz,70,between the pancreatic head and right renal hilum,8,duodenum,2.77000637100698e-12,2.77000637100698e-12,3271,32830,0,0.00017079204379544512
HCC_PA0.nii.gz,71,duodenum curves around the pancreatic head in the right upper abdomen,8,duodenum,0.40607136670837074,0.254761322576535,13354,32830,9377,0.000697265959292074
HCC_PA0.nii.gz,72,pancreas,9,pancreas,0.8093972971612203,0.6798214847249948,61421,77470,56209,0.003207037029030888
HCC_PA0.nii.gz,73,pancreatic parenchyma,9,pancreas,0.810635163629148,0.6815698083885645,61014,77470,56130,0.003185785924835001
HCC_PA0.nii.gz,74,lobulated transverse retroperitoneal gland,9,pancreas,0.05574029689794865,0.028669162257611115,2221,77470,2221,0.00011596732781097023
HCC_PA0.nii.gz,75,elongated soft-tissue organ across the epigastrium,9,pancreas,6.775434982921313e-13,6.775434982921313e-13,70122,77470,0,0.003661351175488903
HCC_PA0.nii.gz,76,anterior pararenal compartment,9,pancreas,1.2908222537739888e-12,1.2908222537739888e-12,0,77470,0,0.0
HCC_PA0.nii.gz,77,retrogastric pancreatic bed,9,pancreas,0.5128107366178198,0.3448187458348141,27442,77470,26900,0.001432857005758057
HCC_PA0.nii.gz,78,from the duodenal C-loop toward the splenic hilum,9,pancreas,0.03835107835212847,0.019550429197586757,14105,77470,1756,0.0007364786847247794
HCC_PA0.nii.gz,79,pancreas lies posterior to the stomach and extends transversely toward the spleen,9,pancreas,0.5341811277436003,0.3644250581396002,35765,77470,30244,0.0018674342544616614
HCC_PA0.nii.gz,80,esophagus,10,esophagus,0.5594930376071062,0.3884000926175712,10173,13813,6710,0.0005311731768667268
HCC_PA0.nii.gz,81,distal thoracic esophagus,10,esophagus,7.239556939062914e-12,7.239556939062914e-12,0,13813,0,0.0
HCC_PA0.nii.gz,82,small collapsed tubular foregut lumen,10,esophagus,7.239556939062914e-12,7.239556939062914e-12,0,13813,0,0.0
HCC_PA0.nii.gz,83,thin-walled structure at the esophageal hiatus,10,esophagus,0.09152658662715933,0.04795800978539,762,13813,667,3.978707960016178e-05
HCC_PA0.nii.gz,84,posterior mediastinal compartment,10,esophagus,7.239556939062914e-12,7.239556939062914e-12,0,13813,0,0.0
HCC_PA0.nii.gz,85,gastroesophageal junction region,10,esophagus,7.239556939062914e-12,7.239556939062914e-12,0,13813,0,0.0
HCC_PA0.nii.gz,86,posterior to the left atrium and anterior to the vertebral column,10,esophagus,7.239556939062914e-12,7.239556939062914e-12,0,13813,0,0.0
HCC_PA0.nii.gz,87,distal esophagus enters the abdomen through the diaphragmatic hiatus above the stomach,10,esophagus,0.17913455839253623,0.09837880070904109,3057,13813,1511,0.0001596182445376569
HCC_PA4.nii.gz,0,spleen,0,spleen,0.8910160436133171,0.8034526004474146,346792,423982,343386,0.02086206595765288
HCC_PA4.nii.gz,1,splenic parenchyma,0,spleen,0.8926219402079648,0.8060679298410732,345719,423982,343526,0.020797517188440896
HCC_PA4.nii.gz,2,homogeneous left upper quadrant solid organ,0,spleen,2.358106817522064e-13,2.358106817522064e-13,87,423982,0,5.233683990160674e-06
HCC_PA4.nii.gz,3,crescentic organ with smooth lateral convexity,0,spleen,2.358590694887434e-13,2.358590694887434e-13,0,423982,0,0.0
HCC_PA4.nii.gz,4,left hypochondrial region,0,spleen,2.33440871761537e-13,2.33440871761537e-13,4392,423982,0,0.0002642108055722492
HCC_PA4.nii.gz,5,left subphrenic compartment,0,spleen,2.358590694887434e-13,2.358590694887434e-13,0,423982,0,0.0
